Sr.No,Change Control ,DA/Legacy,Zone/VLAN,OS Type,OS Version,Environment,Host Name,DNS Name,Domain,Production IP,Management IP,Secondary IP,Virtual  IP,ILO IP,Status,Function/Service,Function Types,Asset Type,Asset Owner,Department,"Hardware 
Category",Serial Number,Manfucaturer,Model,TP Counter Part,OSQ
143,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.3,Production,A0310PMARS10,A0310PMARS10,Red Hat,10.248.20.40,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,MARS ,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
144,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMASSMGT01,A0310PMASSMGT01.tnjhs.com.pk,TNJHS,172.31.195.100,172.31.209.4,#N/A,#N/A,#N/A,Powered On,Application,Application,OSS/BSS Applications,Asif Khan,IS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
145,25-Aug-2021,DA,Management,CentOS,CentOS 7 (64-bit),Production,A0310PMBIGIP01,A0310PMBIGIP01,CentOS,172.31.218.2,172.31.236.194,172.31.236.226,#N/A,#N/A,Powered On,Application Server ,Application,Enterprise Applications,NW Planning,CDN Planning,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
146,25-Aug-2021,DA,Management,CentOS,CentOS 7 (64-bit),Production,A0310PMBIGIP02,A0310PMBIGIP02,CentOS,172.31.218.3,172.31.236.195,172.31.236.227,#N/A,#N/A,Powered On,Application Server ,Application,Enterprise Applications,NW Planning,CDN Planning,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
147,25-Aug-2021,DA,Management,Red Hat,RHEL 7.4,Production,A0310PMBITBPRXY,A0310PMBITBPRXY,Red Hat,172.31.253.100,172.31.210.197,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,BI-Landing-BitBucket Proxy,Proxy,BI Applications,Anas Mehmood / Rabia Pervez,#N/A,VM,#N/A,#N/A,#N/A,Anas Mehmood / Rabia Pervez,#N/A
148,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMBSSRDS,A0310PMBSSRDS.TNBSS.com.pk,TNBSS,172.31.195.71,172.31.208.230,#N/A,#N/A,#N/A,Powered On,Licensing,RDS Licensing Server,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
149,25-Aug-2021,DA,Management,Red Hat,RHEL 7.4,Production,A0310PMCDRJHL01,A0310PMCDRJHL01,Red Hat,172.31.252.229,172.31.210.69,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,CDR Jump Host Server,Jump host,OSS/BSS Applications,#N/A,#N/A,VM,#N/A,#N/A,#N/A,#N/A,#N/A
150,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMCDRJHW02,A0310PMCDRJHW02.tnjhs.com.pk,TNJHS,172.31.252.230,172.31.210.70,#N/A,#N/A,#N/A,Powered On,Jump Server,Jump host,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
151,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMCOMMED01,#N/A,WorkGroup,#N/A,172.31.209.237,#N/A,#N/A,#N/A,Powered On,Mediation Server,Application,OSS/BSS Applications,Athar Mahmood,Infra,Physical,SGH835V0MN,HP,HP Proliant BL660c Gen9,#N/A,#N/A
152,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMCOMSRV01,#N/A,WorkGroup,#N/A,172.31.209.239,#N/A,#N/A,#N/A,Powered On,Application,Application,Enterprise Applications,Athar Mahmood,Infra,Physical,SGH835V0ML,HP,HP Proliant BL660c Gen9,#N/A,#N/A
153,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMDBA01,A0310PMDBA01.tnjhs.com.pk,TNJHS,#N/A,172.31.212.15,#N/A,#N/A,#N/A,Powered On,Database Server,DB server,OSS/BSS Applications,Tayyab Fayyaz,DBOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
154,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMDCNM01,#N/A,WorkGroup, 172.31.252.107,172.31.209.234,#N/A,#N/A,#N/A,Powered On,Application Server,Application,Enterprise Applications,Zaigham Abbas,CDN,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
155,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMESRSPM1,#N/A,WorkGroup,172.31.195.164,172.31.209.68,#N/A,#N/A,#N/A,Powered On,Application Server,Application,Enterprise Applications,Athar Mahmood,infra,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
156,25-Aug-2021,DA,Management,VMWare ESX Server,VMWare ESXI 6.5 U3 Build: 15256549,Production,A0310PMESX01,A0310PMESX01,ESX,Not Required ,172.31.214.11,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.213.40,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH647VR68,HP,HP Proliant BL660c Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
157,25-Aug-2021,DA,Management,VMWare ESX Server,VMWare ESXI 6.5 U3 Build: 15256549,Production,A0310PMESX02,A0310PMESX02,ESX,Not Required ,172.31.214.12,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.213.41,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH647VR6A,HP,HP Proliant BL660c Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
158,25-Aug-2021,DA,Management,VMWare ESX Server,VMWare ESXI 6.5 U2 Build: 9298722,Production,A0310PMESX03,A0310PMESX03,ESX,Not Required ,172.31.214.13,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.213.42,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH528YEWF,HP,HP Proliant BL660c Gen8,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
159,25-Aug-2021,DA,Management,VMWare ESX Server,VMWare ESXI 6.5 U2 Build: 9298722,Production,A0310PMESX04,A0310PMESX04,ESX,Not Required ,172.31.214.14,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.207,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH838XDZ8,HP,HP ProLiant DL360 Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
160,25-Aug-2021,DA,Management,VMWare ESX Server,VMWare ESXI 6.5 U3 Build: 15256549,Production,A0310PMESX05,A0310PMESX05,ESX,Not Required ,172.31.214.15,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.206,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH838XDZ6,HP,HP ProLiant DL360 Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
161,25-Aug-2021,DA,Management,VMWare ESX Server,VMWare ESXI 6.5 U3 Build: 15256549,Production,A0310PMESX06,A0310PMESX06,ESX,Not Required ,172.31.214.16,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.215.8,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH825SBC7,HPE,HPE DL360 GEN9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
162,25-Aug-2021,DA,Management,VMWare ESX Server,VMWare ESXI 6.5 U3 Build: 15256549,Production,A0310PMESX07,A0310PMESX07,ESX,Not Required ,172.31.214.17,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.215.9,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH825SBC9,HPE,HPE DL360 GEN9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
163,25-Aug-2021,DA,Management,VMWare ESX Server,VMWare ESXI 6.5 U3 Build: 17097218,Production,A0310PMESX08,A0310PMESX08,ESX,Not Required ,172.31.214.18,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.215.11,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH043SYT1,HPE,HPE DL360 GEN10,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
164,25-Aug-2021,DA,Management,VMWare ESX Server,VMware ESXi 6.5.0 build-17097218,Production,A0310PMESXVAS01,A0310PMESXVAS01,ESX,Not Required ,172.31.214.6,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.215.5,Powered On,ESXi,ESX Host,Enterprise Applications,Suhail Ansari/ Athar Mahmood,Infra Ops,Physical,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
165,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMHPIRS01,A0310PMHPIRS01.tnbss.com.pk,TNBSS,172.31.211.70,172.31.253.230,#N/A,#N/A,#N/A,Powered On,Infra,Application,OSS/BSS Applications,Athar Mahmood,Infra,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
166,25-Aug-2021,DA,Management,Red Hat,RHEL 7.4,Production,A0310PMINDEXER04,A0310PMINDEXER04,Red Hat,172.31.252.170,172.31.210.10,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.185,Powered On,Splunk-Indexer4,Splunk,Enterprise Applications,Bakhatawar Arif / hassaan Butt / Taqueer Ahmed,Sec Ops,Physical,SGH941W2WF,HP,HP Proliant DL380 Gen10,Muhammad Ali Raza,#N/A
167,25-Aug-2021,DA,Management,Red Hat,RHEL 7.4,Production,A0310PMINDEXER05,A0310PMINDEXER05,Red Hat,172.31.252.171,172.31.210.11,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.184,Powered On,Splunk-Indexer5,Splunk,Enterprise Applications,Bakhatawar Arif / hassaan Butt / Taqueer Ahmed,Sec Ops,Physical,SGH941W2WH,HP,HP Proliant DL380 Gen10,Muhammad Ali Raza,#N/A
168,25-Aug-2021,DA,Management,Red Hat,RHEL 7.7,Production,A0310PMINDXER01,A0310PMINDEXER01,Red Hat,172.31.210.2,172.31.252.162,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.186 | 172.31.209.179,Powered On,Splunk-Indexer1,Splunk,Enterprise Applications,Bakhatawar Arif / hassaan Butt / Taqueer Ahmed,Sec Ops,Physical,SGH850SSXQ,HP,HP Proliant DL380 Gen10,Muhammad Ali Raza,#N/A
169,25-Aug-2021,DA,Management,Red Hat,RHEL 7.7,Production,A0310PMINDXER02,A0310PMINDEXER02,Red Hat,172.31.210.3,172.31.252.163,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.180,Powered On,Splunk-Indexer2,Splunk,Enterprise Applications,Bakhatawar Arif / hassaan Butt / Taqueer Ahmed,Sec Ops,Physical,SGH850SSXV,HP,HP Proliant DL380 Gen10,Muhammad Ali Raza,#N/A
170,25-Aug-2021,DA,Management,Red Hat,RHEL 7.7,Production,A0310PMINDXER03,A0310PMINDEXER03,Red Hat,172.31.210.4,172.31.252.164,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.181,Powered On,Splunk-Indexer3,Splunk,Enterprise Applications,Bakhatawar Arif / hassaan Butt / Taqueer Ahmed,Sec Ops,Physical,SGH850SSXS,HP,HP Proliant DL380 Gen10,Muhammad Ali Raza,#N/A
171,25-Aug-2021,DA,Management,Red Hat,RHEL 8.3,Production,A0310PMINDXER06,A0310PMINDXER06,Red Hat,172.31.252.172,172.31.210.12,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.187,Powered On,Splunk-Indexer6,Splunk,Enterprise Applications,Bakhatawar Arif / hassaan Butt / Taqueer Ahmed,Sec Ops,Physical,SGH105V5YX,HPE,HP ProLiant DL380 Gen10,Muhammad Ali Raza,#N/A
172,25-Aug-2021,DA,Management,Red Hat,Red Hat Enterprise Linux 7 (64-bit),Production,A0310PMISLOG01,A0310PMISLOG01,Red Hat,172.31.194.100,172.31.215.196,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered Off,IS Log Server,Splunk,Enterprise Applications,Muhammad Shuja Qureshi ,Sec Ops,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
173,25-Aug-2021,DA,Management,Red Hat,RHEL 7.7,Production,A0310PMITMP01,A0310PMITMP01,Red Hat,172.31.252.198,172.31.210.38,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Pandora Server I,Application,Enterprise Applications,Usman Zafar,Service Ops,VM,#N/A,#N/A,#N/A,Usman Zafar,#N/A
174,25-Aug-2021,DA,Management,Red Hat,RHEL 7.7,Production,A0310PMITMP02,A0310PMITMP02,Red Hat,172.31.252.199,172.31.210.39,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Pandora Server II,Application,Enterprise Applications,Usman Zafar,Service Ops,VM,#N/A,#N/A,#N/A,Usman Zafar,#N/A
175,25-Aug-2021,DA,Management,Red Hat,RHEL 7.7,Production,A0310PMITMP03,a0310pmitmp03.tnbss.com.pk,Red Hat,172.31.252.200,172.31.210.40,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Pandora Server III,Application,Enterprise Applications,Usman Zafar,Service Ops,VM,#N/A,#N/A,#N/A,Usman Zafar,#N/A
176,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMJHEA,A0310PMJHEA.tnjhs.com.pk,TNJHS,172.31.195.137,172.31.209.46,#N/A,#N/A,#N/A,Powered On,TNJHS JUMP Host,Jump host,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
177,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMJHOST01,A0310PMJHOST01.tnjhs.com.pk,TNJHS,172.31.253.5,172.31.201.101,#N/A,#N/A,#N/A,Powered On,TNJHS JUMP Host,Jump host,Enterprise Applications,Athar Mahmood,Infra,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
178,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMJHRDSDB01,A0310PMJHRDS01.tnjhs.com.pk,TNJHS,172.31.195.70,172.31.208.229,#N/A,#N/A,#N/A,Powered On,RDS Licensing ,Remote Access System,OSS/BSS Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
179,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMJMHST01,A0310PMJMHST01.tnjhs.com.pk,TNJHS,#N/A,172.31.215.101,#N/A,#N/A,#N/A,Powered On,Jump Host,Jump host,Enterprise Applications,Athar Mahmood,Infra,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
180,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMKAS01,A0310PMKAS01,WorkGroup,172.31.194.4,172.31.213.4,#N/A,#N/A,#N/A,Powered On,Kaspersky,Antivirus,Enterprise Applications,SecOps,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
181,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMKAS02,#N/A,WorkGroup,172.31.194.5,172.31.213.5,#N/A,#N/A,#N/A,Powered On,Kaspersky,Antivirus,OSS/BSS Applications,SecOps,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
182,25-Aug-2021,DA,Management,CentOS,CentOS 4/5 or later (64-bit),Production,A0310PMMIQ01,manageiq.tp,CentOS,Not Required ,172.31.211.135,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,ManageIQ,Application,Enterprise Applications,Farhan/Riaz/Raza Sufyan,Infra Ops,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
183,25-Aug-2021,DA,Management,CentOS,CentOS 4/5 or later (64-bit),Production,A0310PMNAGIOS1,A0310PMNAGIOS1,CentOS,172.31.208.74,172.31.194.228,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,SYSLOG Nagios I,Application,Enterprise Applications,Usman Zafar,Service Ops,VM,#N/A,#N/A,#N/A,Usman Zafar,#N/A
184,25-Aug-2021,DA,Management,Red Hat,RHEL 7.4,Production,A0310PMNESS01,A0310PMNESS01,Red Hat,172.31.252.4,172.31.238.4,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Nessus Vumberability Mgmt,Management (Provisioning),Enterprise Applications,Muhammad Shuja Qureshi   / Tauqeer Ahmad,Sec Ops,VM,#N/A,#N/A,#N/A,Sohaib Karim,#N/A
185,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMNESSMG01,A0310PMNESSMG01.tnjhs.com.pk,TNJHS,172.31.252.5,172.31.238.5,#N/A,#N/A,#N/A,Powered On,Nessu Manager,Application,OSS/BSS Applications,Immad Ali,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
186,25-Aug-2021,DA,Management,Red Hat,RHEL 7.4,Production,A0310PMNIAMA01,A0310PMNIAMA01,Red Hat,172.31.194.165,172.31.208.5,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NIAM,Jump host,Enterprise Applications,Muhammad Shuja Qureshi ,Sec Ops,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
187,25-Aug-2021,DA,Management,Red Hat,RHEL 7.4,Production,A0310PMNIAMA02,A0310PMNIAMA02,Red Hat,172.31.194.166,172.31.208.6,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NIAM,Jump host,Enterprise Applications,Muhammad Shuja Qureshi ,Sec Ops,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
188,25-Aug-2021,DA,Management,Red Hat,RHEL 7.4,Production,A0310PMNIAMA03,A0310PMNIAMA03,Red Hat,172.31.194.167,172.31.208.7,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NIAM,Jump host,Enterprise Applications,Muhammad Shuja Qureshi ,Sec Ops,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
189,25-Aug-2021,DA,Management,Red Hat,RHEL 7.4,Production,A0310PMNIAMD01,A0310PMNIAMD01,Red Hat,172.31.194.174,172.31.208.14,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NIAM,Jump host,Enterprise Applications,Muhammad Shuja Qureshi / Tariq Saraj ,Sec Ops,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
190,25-Aug-2021,DA,Management,Red Hat,RHEL 7.9,Production,A0310PMNIAMD01-Clone,A0310PMNIAMD01-clone,Red Hat,172.31.208.23,172.31.194.183,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NIAM,Jump host,Enterprise Applications,Muhammad Shuja Qureshi / Tariq Saraj ,Sec Ops,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
191,25-Aug-2021,DA,Management,Red Hat,RHEL 7.4,Production,A0310PMNIAMD02,A0310PMNIAMD02,Red Hat,172.31.194.175,172.31.208.15,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NIAM,Jump host,Enterprise Applications,Muhammad Shuja Qureshi / Tariq Saraj ,Sec Ops,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
192,25-Aug-2021,DA,Management,Red Hat,RHEL 7.9,Production,A0310PMNIAMD02-Clone,A0310PMNIAMD02-clone,Red Hat,172.31.208.24,172.31.194.184,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NIAM,Jump host,Enterprise Applications,Muhammad Shuja Qureshi / Tariq Saraj ,Sec Ops,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
193,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMNIAMFTP1,A0310PMNIAMFTP1.tnjhs.com.pk,TNJHS,172.31.194.177,172.31.208.17,#N/A,#N/A,#N/A,Powered On,NIAM,File Server,Enterprise Applications,Malik Khurram,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
194,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMNIAMFTP2,A0310PMNIAMFTP2.tnjhs.com.pk,TNJHS,172.31.194.178,172.31.208.18,#N/A,#N/A,#N/A,Powered On,NIAM,File Server,Enterprise Applications,Malik Khurram,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
195,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMNIAMFTP3,A0310PMNIAMFTP3.TNJHS.COM.PK,TNJHS,172.31.194.179,172.31.208.19,#N/A,#N/A,#N/A,Powered On,FTP,FTP,Enterprise Applications,Malik Khurram,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
196,25-Aug-2021,DA,Management,Red Hat,RHEL 7.4,Production,A0310PMNIAMS01,A0310PMNIAMS01,Red Hat,172.31.194.176,172.31.208.16,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NIAM,Jump host,Enterprise Applications,Muhammad Shuja Qureshi ,Sec Ops,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
197,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMNIAMT01,A0310PMNIAMT01.tnjhs.com.pk,TNJHS,172.31.194.168,172.31.208.8,#N/A,#N/A,#N/A,Powered On,NIAM,Jump host,Enterprise Applications,Malik Khurram,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
198,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMNIAMT02,A0310PMNIAMT02.tnjhs.com.pk,TNJHS,172.31.194.169,172.31.208.9,#N/A,#N/A,#N/A,Powered On,NIAM,Jump host,Enterprise Applications,Malik Khurram,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
199,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMNIAMT03,A0310PMNIIAMT03.tnjhs.com.pk,TNJHS,172.31.194.170,172.31.208.10,#N/A,#N/A,#N/A,Powered On,NIAM,Jump host,Enterprise Applications,Malik Khurram,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
200,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMNIAMT04,A0310PMNIAMT4.tnjhs.com.pk,TNJHS,172.31.194.171,172.31.208.11,#N/A,#N/A,#N/A,Powered On,NIAM,Jump host,Enterprise Applications,Malik Khurram,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
201,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMNIAMT05,A0310PMNIAMT05.tnjhs.com.pk,TNJHS,172.31.194.172,172.31.208.12,#N/A,#N/A,#N/A,Powered On,NIAM,Jump host,Enterprise Applications,Malik Khurram,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
202,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMNIAMT06,A0310PMNIAMT06.tnjhs.com.pk,TNJHS,172.31.194.173,172.31.208.13,#N/A,#N/A,#N/A,Powered On,NIAM,Jump host,Enterprise Applications,Malik Khurram,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
203,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2016 R2 (64-bit),Production,A0310PMNIAMT07,A0310PMNIAMT07.tnjhs.com.pk,TNJHS,172.31.2194.180,172.31.208.20,#N/A,#N/A,#N/A,Powered On,NIAM Terminal Server,Remote Access System,Enterprise Applications,Malik Khurram,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
204,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2016 R2 (64-bit),Production,A0310PMNIAMT08,A0310PMNIAMT08.tnjhs.com.pk,TNJHS,172.31.2194.181,172.31.208.21,#N/A,#N/A,#N/A,Powered On,NIAM Terminal Server,Remote Access System,Enterprise Applications,Malik Khurram,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
205,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2016 R2 (64-bit),Production,A0310PMNIAMT09,A0310PMNIAMT09.tnjhs.com.pk,TNJHS,172.31.2194.182,172.31.208.22,#N/A,#N/A,#N/A,Powered On,NIAM Terminal Server,Remote Access System,Enterprise Applications,Malik Khurram,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
206,25-Aug-2021,DA,Management,Red Hat,Red Hat Enterprise Linux 7 (64-bit),Production,A0310PMNWNMS01,A0310PMNWNMS01,Red Hat,172.31.253.68,172.31.236.36,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered Off,CACTI_SNMP,Management (Provisioning),Enterprise Applications,CDM Team / Syed Imran Ali ,Network Ops,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
207,25-Aug-2021,DA,Management,Red Hat,Red Hat Enterprise Linux 7 (64-bit),Production,A0310PMPGRDB01,localhost.localdomain,Red Hat,#N/A,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered Off,Database Server,DB server,Enterprise Applications,#N/A,#N/A,VM,#N/A,#N/A,#N/A,#N/A,#N/A
208,25-Aug-2021,DA,Management,Red Hat,RHEL 8.3,Production,A0310PMPRISMA01,A0310PMPRISMA01,Red Hat,172.31.193.162,172.31.208.98,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Application Server ,Application,Enterprise Applications,Bilal Mazhar,Info Sec,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
209,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMPWDRST01,A0310PMPWDRST01.vendor.tnpak.com.pk,TNPAK,172.31.253.36,172.31.210.132,#N/A,#N/A,#N/A,Powered On,PMP,Application,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
210,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMPWDRST02,A0310PMPWDRST02.TNBSS.com.pk,TNBSS,172.31.253.37,172.31.210.133,#N/A,#N/A,#N/A,Powered On,PMP,Application,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
